,id,carat,cut,color,clarity,depth,table,price
8032,8032,1.01,2,4,4,62.6,59.0,6618
8033,8033,0.23,3,3,5,61.0,59.0,402
8034,8034,1.51,5,7,4,65.2,56.0,7139
8035,8035,0.53,3,1,3,60.5,57.0,2542
8036,8036,0.75,1,6,6,61.5,58.0,2383
8037,8037,1.2,1,3,5,62.6,56.0,8486
8038,8038,1.02,4,1,6,63.3,58.0,5497
8039,8039,0.92,2,1,6,62.3,58.0,4350
8040,8040,0.7,3,3,5,62.2,56.0,2400
8041,8041,0.74,1,3,2,60.9,57.0,4013
8042,8042,0.9,4,3,5,64.3,57.0,4617
8043,8043,0.38,3,1,6,58.9,61.0,733
8044,8044,1.11,1,4,3,61.8,56.0,9734
8045,8045,0.5,4,2,7,63.3,56.0,1077
8046,8046,0.3,2,6,4,60.5,60.0,608
8047,8047,0.75,4,2,7,63.2,57.0,2278
8048,8048,0.5,3,4,2,63.7,58.0,2180
8049,8049,0.31,4,4,6,63.3,57.0,431
8050,8050,1.78,1,3,5,60.9,56.0,18128
8051,8051,1.02,4,2,6,63.2,61.0,5183
8052,8052,0.53,1,3,5,61.7,57.0,1832
8053,8053,1.06,1,4,4,60.7,56.0,7594
8054,8054,0.31,2,2,3,62.3,56.0,1107
8055,8055,2.01,5,5,7,65.9,57.0,12617
8056,8056,0.36,2,3,5,60.5,59.0,932
8057,8057,0.4,1,2,3,61.6,56.0,1145
8058,8058,1.51,2,7,5,59.6,60.0,7553
8059,8059,0.72,3,7,3,63.0,59.0,2144
8060,8060,0.7,3,4,4,61.4,55.0,2748
8061,8061,0.54,4,2,7,63.9,54.0,1112
8062,8062,1.0,2,4,7,59.1,59.0,3142
8063,8063,1.11,2,1,8,61.9,58.0,3655
8064,8064,1.01,3,3,6,61.0,57.0,5174
8065,8065,2.01,3,6,4,62.9,62.0,16914
8066,8066,1.02,1,3,5,62.6,57.0,7632
8067,8067,2.02,5,7,4,64.6,59.0,13399
8068,8068,0.31,2,4,4,62.2,58.0,625
8069,8069,0.41,3,2,6,59.3,59.0,753
8070,8070,1.11,1,5,7,61.4,57.0,4709
8071,8071,1.01,1,7,5,62.3,55.0,4425
8072,8072,1.44,2,7,7,58.2,58.0,4064
8073,8073,0.42,4,2,3,61.9,61.0,1042
8074,8074,1.32,2,4,7,58.9,59.0,4524
8075,8075,0.32,1,5,3,61.5,55.0,628
8076,8076,1.01,3,6,6,62.1,59.0,4418
8077,8077,1.01,1,2,3,60.0,55.0,9310
8078,8078,0.42,1,1,4,62.1,56.0,1179
8079,8079,0.71,4,4,1,57.8,62.0,3583
8080,8080,0.7,2,4,8,59.7,59.0,1138
8081,8081,0.82,4,5,5,62.4,54.0,2947
8082,8082,0.37,1,3,3,60.7,57.0,839
8083,8083,1.04,4,7,5,57.4,60.0,3844
8084,8084,0.54,1,4,1,61.5,55.0,2289
8085,8085,0.9,4,3,6,61.0,62.0,3733
8086,8086,0.41,1,7,4,62.7,57.0,830
8087,8087,0.71,1,3,4,61.5,57.0,2839
8088,8088,0.76,2,6,2,58.8,59.0,2790
8089,8089,0.9,1,2,6,60.1,56.0,4034
8090,8090,1.01,3,4,1,63.0,60.0,7974
8091,8091,1.91,2,6,6,59.6,60.0,13092
8092,8092,1.01,2,6,5,62.5,58.0,4592
8093,8093,0.7,1,5,5,61.9,56.0,3656
8094,8094,0.34,1,1,1,59.8,57.0,2287
8095,8095,0.7,3,5,5,63.6,56.0,2312
8096,8096,0.9,3,3,6,63.4,58.0,3950
8097,8097,1.02,3,5,6,63.7,55.0,4552
8098,8098,1.08,3,2,6,63.1,59.0,5189
8099,8099,0.38,1,3,7,61.3,55.0,568
8100,8100,1.51,1,7,4,61.8,59.0,8678
8101,8101,0.32,1,2,5,62.1,54.0,900
8102,8102,1.06,1,3,6,61.7,55.0,6363
8103,8103,0.35,1,4,6,61.8,55.0,503
8104,8104,0.8,4,2,7,61.4,59.0,2542
8105,8105,0.4,3,4,6,63.1,56.0,840
8106,8106,1.51,4,2,6,60.4,61.0,10088
8107,8107,0.3,1,5,3,61.7,54.2,631
8108,8108,0.65,1,5,2,62.4,54.0,2177
8109,8109,0.41,1,4,5,62.2,57.0,891
8110,8110,1.13,2,4,5,61.9,58.0,7151
8111,8111,0.91,3,3,7,63.5,56.0,3496
8112,8112,1.5,2,5,7,62.5,60.0,8333
8113,8113,0.7,2,4,7,61.3,58.0,2100
8114,8114,0.51,1,3,5,62.9,55.0,1687
8115,8115,1.25,3,7,6,62.5,57.0,4702
8116,8116,1.02,3,4,6,62.8,57.0,4964
8117,8117,0.34,1,1,6,60.9,56.0,596
8118,8118,0.3,1,2,6,61.7,57.0,640
8119,8119,0.41,1,2,2,61.4,57.0,1221
8120,8120,1.02,3,5,7,62.6,60.0,4229
8121,8121,0.3,2,2,3,61.5,60.0,789
8122,8122,2.22,1,6,7,62.7,61.0,14416
8123,8123,1.91,2,4,7,61.9,58.0,9038
8124,8124,0.3,1,5,5,62.2,54.0,491
8125,8125,0.59,1,4,3,62.7,56.0,2125
8126,8126,1.08,2,1,7,62.1,58.0,5138
8127,8127,0.7,2,3,7,58.8,58.0,2234
8128,8128,0.4,1,2,3,61.6,56.0,988
8129,8129,0.9,4,5,7,64.1,58.0,3105
8130,8130,0.96,4,5,7,56.7,62.0,3611
8131,8131,0.78,3,7,6,59.4,62.0,2035
8132,8132,0.3,2,3,2,62.0,59.0,868
8133,8133,0.51,4,3,6,63.6,56.0,1312
8134,8134,0.9,2,4,7,59.9,58.0,3492
8135,8135,0.72,2,3,4,62.4,58.0,2802
8136,8136,1.52,1,3,6,61.2,55.0,12153
8137,8137,1.02,3,5,5,62.4,57.0,5383
8138,8138,0.51,1,4,3,61.6,56.0,1875
8139,8139,1.24,3,3,5,60.9,60.0,8907
8140,8140,0.9,2,3,7,62.7,58.0,3780
8141,8141,0.34,2,5,4,60.6,60.0,765
8142,8142,2.03,2,1,7,62.4,59.0,18286
8143,8143,0.43,3,4,1,62.7,58.0,1286
8144,8144,1.0,1,5,6,61.4,57.0,4564
8145,8145,0.5,3,3,7,62.9,57.0,1020
8146,8146,0.5,2,3,5,62.7,59.0,1436
8147,8147,0.24,3,2,2,61.5,59.0,485
8148,8148,0.31,1,1,5,62.7,57.0,942
8149,8149,0.57,1,6,6,61.6,54.0,1113
8150,8150,0.32,1,3,1,62.2,54.0,943
8151,8151,0.32,1,4,1,61.2,57.0,1020
8152,8152,0.39,1,1,4,61.8,54.0,988
8153,8153,2.04,2,7,5,61.4,59.0,13477
8154,8154,0.71,5,2,6,64.7,59.0,2352
8155,8155,0.32,1,5,2,62.0,54.0,708
8156,8156,0.53,1,1,5,61.2,56.0,1956
8157,8157,1.5,3,1,6,61.0,61.0,11756
8158,8158,0.58,4,2,2,61.9,63.0,2243
8159,8159,0.7,1,4,5,60.0,57.0,2633
8160,8160,0.35,2,2,5,60.4,60.0,984
8161,8161,1.01,1,6,4,61.1,54.0,5182
8162,8162,0.32,1,1,2,61.5,57.0,1140
8163,8163,0.4,1,6,1,62.4,56.0,982
8164,8164,0.31,1,4,4,61.0,56.0,824
8165,8165,0.41,1,1,7,62.6,57.0,656
8166,8166,0.76,3,3,3,62.9,58.0,3640
8167,8167,2.18,2,5,7,59.1,60.0,17473
8168,8168,1.0,2,2,7,61.2,60.0,4704
8169,8169,0.55,2,2,4,59.6,60.0,2277
8170,8170,0.4,4,6,6,63.9,57.0,765
8171,8171,0.34,4,5,6,63.7,57.0,490
8172,8172,0.7,3,4,5,61.3,57.0,2433
8173,8173,1.16,1,4,1,62.0,57.0,10082
8174,8174,0.36,1,6,7,62.1,54.0,439
8175,8175,0.9,5,6,8,67.2,60.0,1786
8176,8176,0.56,1,2,3,61.5,57.0,2429
8177,8177,1.35,2,3,5,61.9,58.0,10962
8178,8178,0.62,3,3,7,63.1,52.0,1348
8179,8179,1.01,3,2,4,60.4,60.0,8403
8180,8180,1.24,1,6,7,61.9,57.0,5221
8181,8181,0.39,3,2,5,63.1,56.0,1065
8182,8182,0.71,5,4,4,65.5,55.0,2686
8183,8183,1.0,4,1,7,63.5,59.0,4218
8184,8184,1.5,3,5,5,62.0,55.0,9706
8185,8185,0.9,1,6,6,60.8,57.0,3251
8186,8186,0.51,5,3,3,65.4,60.0,3920
8187,8187,0.5,4,3,5,63.6,58.0,1433
8188,8188,0.37,2,4,3,62.2,58.0,1010
8189,8189,1.01,4,4,6,64.3,55.0,3733
8190,8190,0.58,4,2,4,61.5,61.9,2041
8191,8191,1.02,1,4,5,60.5,57.0,6356
8192,8192,0.33,1,3,1,61.2,56.0,1240
8193,8193,0.43,1,1,2,62.3,56.0,1584
8194,8194,1.05,1,4,6,59.7,56.0,5204
8195,8195,0.42,1,3,2,62.0,55.0,1389
8196,8196,0.34,1,4,2,62.1,57.0,895
8197,8197,0.7,2,2,6,60.1,58.0,2349
8198,8198,1.11,3,4,5,63.4,56.0,4834
8199,8199,0.71,3,1,3,62.7,59.0,3670
8200,8200,1.09,2,3,6,60.9,59.0,5384
8201,8201,0.3,1,6,4,61.4,56.0,491
8202,8202,1.54,2,7,5,59.3,59.0,6202
8203,8203,0.43,1,3,1,62.0,56.0,1580
8204,8204,1.02,1,4,5,62.6,58.0,5915
8205,8205,0.5,3,4,3,60.0,56.0,2260
8206,8206,1.52,1,4,5,61.3,59.0,12161
8207,8207,1.41,2,2,4,58.8,59.0,12671
8208,8208,1.19,2,6,7,59.5,59.0,4498
8209,8209,0.53,1,4,3,60.4,59.0,1946
8210,8210,1.23,2,6,5,59.3,59.0,6199
8211,8211,0.39,2,4,4,62.6,58.0,855
8212,8212,0.27,1,2,4,61.6,56.0,603
8213,8213,2.04,2,5,6,62.2,60.0,12341
8214,8214,0.5,1,2,4,62.3,55.0,1603
8215,8215,1.21,4,7,7,60.4,56.0,4559
8216,8216,0.25,3,3,2,62.9,55.0,633
8217,8217,0.53,1,4,3,61.7,56.0,2051
8218,8218,0.42,3,5,6,61.5,54.0,670
8219,8219,0.76,1,1,4,62.0,56.0,4243
8220,8220,0.3,1,4,3,61.4,57.0,665
8221,8221,0.26,1,6,4,61.9,56.0,358
8222,8222,0.7,3,1,7,61.4,58.0,2337
8223,8223,2.1,1,4,7,61.3,55.0,18312
8224,8224,0.4,3,2,6,62.2,54.4,837
8225,8225,1.51,1,7,5,61.7,57.0,7847
8226,8226,0.73,1,5,1,62.3,55.0,3785
8227,8227,1.51,4,4,7,63.7,57.0,7695
8228,8228,1.0,3,5,5,64.7,56.0,5883
8229,8229,1.04,1,4,5,59.4,58.0,6286
8230,8230,0.54,4,4,4,60.8,62.0,1685
8231,8231,0.8,1,4,7,62.5,55.0,2893
8232,8232,0.9,4,3,7,63.9,55.0,3453
8233,8233,1.01,3,6,6,61.2,59.0,4243
8234,8234,2.19,2,5,6,61.6,58.0,17016
8235,8235,0.56,3,1,3,61.6,59.0,2612
8236,8236,0.71,2,3,5,59.3,56.0,2840
8237,8237,0.7,2,3,5,60.9,61.0,2838
8238,8238,1.01,3,2,6,63.4,59.0,5002
8239,8239,0.74,1,2,5,59.5,57.0,3189
8240,8240,0.74,1,1,7,62.2,57.0,2690
8241,8241,0.28,1,4,5,62.1,56.0,508
8242,8242,0.9,3,5,7,61.7,60.0,3301
8243,8243,0.9,3,1,6,61.6,54.0,3880
8244,8244,0.38,1,7,3,61.4,56.0,629
8245,8245,1.51,3,3,4,61.7,59.0,15440
8246,8246,2.01,5,4,5,67.5,55.0,17917
8247,8247,0.91,4,5,5,59.9,61.0,4309
8248,8248,0.3,1,3,5,60.5,58.0,573
8249,8249,0.52,1,2,3,61.3,56.0,2675
8250,8250,2.56,4,7,7,63.6,62.0,15231
8251,8251,0.52,1,1,5,61.8,57.0,1752
8252,8252,0.32,1,5,1,62.0,55.0,814
8253,8253,0.33,1,6,1,62.1,55.0,891
8254,8254,1.27,2,5,5,62.6,59.0,6755
8255,8255,0.75,3,2,6,62.4,57.0,2517
8256,8256,1.5,4,6,4,57.2,62.0,9702
8257,8257,0.53,1,4,1,62.7,56.0,2137
8258,8258,0.42,2,4,3,61.6,60.0,1029
8259,8259,0.42,2,4,5,61.9,58.0,1087
8260,8260,0.56,3,2,6,62.8,57.6,1659
8261,8261,0.36,2,3,4,61.3,57.0,1013
8262,8262,0.32,2,4,5,60.7,58.0,561
8263,8263,0.33,1,3,2,61.9,55.0,880
8264,8264,1.06,1,5,7,60.1,59.0,4516
8265,8265,0.9,1,1,7,60.8,56.0,4167
8266,8266,1.17,1,4,4,59.4,57.0,7155
8267,8267,0.83,1,2,6,62.3,55.0,3837
8268,8268,1.47,3,7,5,62.5,59.0,6763
8269,8269,0.26,4,1,3,63.6,56.0,724
8270,8270,0.3,3,3,7,61.7,62.0,394
8271,8271,0.33,1,5,4,61.7,54.0,743
8272,8272,0.33,2,1,5,60.7,58.0,1002
8273,8273,0.31,1,3,3,62.4,55.0,977
8274,8274,0.71,2,3,7,61.6,59.0,2482
8275,8275,1.0,3,3,7,62.9,59.0,4037
8276,8276,0.42,1,1,2,61.8,55.0,1621
8277,8277,1.14,1,5,6,61.8,56.0,7079
8278,8278,1.0,2,2,4,61.4,58.0,7420
8279,8279,0.34,1,6,4,62.6,56.0,537
8280,8280,0.7,4,5,3,63.8,57.0,2608
8281,8281,0.3,3,4,1,61.4,58.0,774
8282,8282,0.32,3,1,6,62.8,56.0,589
8283,8283,1.04,1,2,6,62.0,57.0,4613
8284,8284,0.43,2,4,5,61.2,58.0,867
8285,8285,0.71,1,4,5,61.8,56.0,3299
8286,8286,1.01,2,5,5,58.1,60.0,4348
8287,8287,0.7,3,2,7,59.5,56.0,2281
8288,8288,1.08,1,1,6,61.8,56.0,6078
8289,8289,0.78,3,1,4,60.5,55.0,4234
8290,8290,1.0,3,3,6,63.5,56.0,5122
8291,8291,0.31,1,1,5,62.2,55.0,734
8292,8292,1.51,4,6,7,63.6,60.0,7815
8293,8293,1.31,1,4,6,63.4,57.0,7277
8294,8294,1.21,4,4,3,63.8,55.0,6559
8295,8295,0.32,1,4,5,61.6,57.0,561
8296,8296,1.01,3,4,5,62.4,58.0,5696
8297,8297,0.72,3,3,4,63.3,57.0,3219
8298,8298,0.53,3,6,4,61.0,57.0,1393
8299,8299,0.7,5,5,3,64.5,65.0,2717
8300,8300,1.25,3,4,5,62.2,57.0,8941
8301,8301,0.61,3,3,3,60.5,58.5,2274
8302,8302,1.84,2,5,7,61.0,58.0,7922
8303,8303,1.02,1,7,3,62.7,57.0,3451
8304,8304,0.54,2,3,5,61.8,58.0,1786
8305,8305,0.36,1,6,1,61.8,55.0,735
8306,8306,1.01,3,5,5,61.6,60.0,5204
8307,8307,1.6,3,5,7,61.1,57.0,10340
8308,8308,0.4,2,5,6,62.8,59.0,855
8309,8309,0.33,2,4,3,61.2,57.0,965
8310,8310,1.5,5,5,8,66.6,54.0,4939
8311,8311,1.04,1,4,5,62.8,56.0,6542
8312,8312,0.36,3,2,5,62.1,59.0,789
8313,8313,2.5,5,4,7,67.0,57.0,14194
8314,8314,0.56,1,5,4,62.8,56.0,1698
8315,8315,0.31,3,7,6,63.5,55.0,465
8316,8316,1.02,3,6,7,63.2,60.0,4155
8317,8317,1.23,1,5,7,60.6,56.0,6199
8318,8318,0.36,1,2,4,61.8,56.0,817
8319,8319,1.16,3,4,6,60.7,59.0,5678
8320,8320,0.58,2,2,6,60.7,61.0,1641
8321,8321,0.41,1,3,3,61.9,55.0,1192
8322,8322,1.52,2,5,4,60.6,58.0,12047
8323,8323,0.45,1,4,7,61.9,54.0,709
8324,8324,0.51,2,3,5,61.0,58.0,1687
8325,8325,0.4,2,3,4,62.4,59.0,982
8326,8326,1.2,4,2,6,64.0,61.0,6969
8327,8327,0.8,2,6,6,60.9,60.0,2507
8328,8328,0.3,2,1,5,60.4,59.0,911
8329,8329,2.01,4,4,6,63.1,59.0,18572
8330,8330,1.56,5,4,7,64.8,59.0,7950
8331,8331,1.01,3,2,4,62.1,58.0,6997
8332,8332,1.51,5,5,6,65.8,62.0,8260
8333,8333,1.3,2,6,4,62.2,59.0,6806
8334,8334,0.31,1,1,3,61.0,56.0,853
8335,8335,0.33,1,2,6,61.9,57.0,579
8336,8336,0.33,1,2,3,61.9,57.0,917
8337,8337,1.02,1,4,7,62.7,57.0,4370
8338,8338,1.03,1,4,3,61.6,56.0,9236
8339,8339,1.02,3,1,5,59.8,61.0,6785
8340,8340,0.64,2,1,7,62.8,54.0,1751
8341,8341,1.01,1,2,5,61.5,57.0,7288
8342,8342,0.5,2,2,5,62.7,59.0,1559
8343,8343,0.52,1,5,5,61.8,56.0,1573
8344,8344,0.7,1,3,6,62.3,56.0,2515
8345,8345,0.3,2,1,5,62.2,60.0,911
8346,8346,0.5,1,4,3,62.2,56.0,1760
8347,8347,1.06,2,4,2,61.1,58.0,8319
8348,8348,0.42,2,2,4,62.2,59.0,1181
8349,8349,0.61,1,1,2,62.1,56.0,4279
8350,8350,1.28,4,5,7,63.6,56.0,5018
8351,8351,0.38,4,3,5,56.2,61.0,873
8352,8352,1.2,2,7,4,59.1,61.0,5107
8353,8353,0.9,3,1,5,63.3,59.0,4981
8354,8354,1.01,2,3,5,61.3,61.0,6271
8355,8355,0.52,2,3,7,62.7,57.0,1073
8356,8356,0.54,2,4,4,61.1,59.0,1847
8357,8357,2.01,3,3,7,60.3,60.0,16728
8358,8358,0.33,3,4,4,61.3,57.0,681
8359,8359,0.8,3,5,6,62.5,56.0,2919
8360,8360,0.29,1,5,3,61.7,56.0,511
8361,8361,0.75,3,6,4,63.3,57.0,2385
8362,8362,0.75,4,4,7,63.6,58.0,1819
8363,8363,1.57,1,6,6,62.2,56.0,10633
8364,8364,2.01,4,3,7,62.2,57.0,16410
8365,8365,1.01,1,3,3,61.0,57.0,8532
8366,8366,1.66,3,5,6,62.8,56.0,10134
8367,8367,0.53,1,4,6,62.1,53.0,1166
8368,8368,0.5,3,3,6,61.6,60.0,1214
8369,8369,0.7,1,4,6,62.0,56.0,2699
8370,8370,1.01,4,2,5,65.6,55.0,5829
8371,8371,0.52,2,2,5,62.8,55.0,1743
8372,8372,0.7,4,2,7,63.1,56.0,2159
8373,8373,2.28,2,5,7,62.5,58.0,15413
8374,8374,0.42,2,1,6,62.8,58.0,1040
8375,8375,0.38,2,6,5,62.4,56.0,682
8376,8376,0.23,1,7,4,62.8,56.0,340
8377,8377,0.31,1,3,4,61.6,56.0,695
8378,8378,0.59,1,1,7,62.4,58.0,1419
8379,8379,0.24,3,3,4,63.0,59.0,419
8380,8380,1.01,3,3,2,62.8,58.0,9243
8381,8381,0.34,1,6,6,62.4,56.0,589
8382,8382,1.07,1,5,2,61.7,56.0,7273
8383,8383,0.74,2,2,4,61.2,58.0,3312
8384,8384,0.39,3,7,4,63.5,58.0,790
8385,8385,1.01,3,2,6,58.2,59.0,5132
8386,8386,0.9,2,5,6,62.7,58.0,3545
8387,8387,1.01,3,5,7,61.5,62.0,4262
8388,8388,1.04,1,3,7,62.6,57.0,4547
8389,8389,0.36,1,7,4,61.7,53.7,513
8390,8390,0.5,2,1,6,62.6,56.0,1654
8391,8391,0.7,1,3,4,61.5,55.0,3319
8392,8392,0.51,3,2,5,61.8,58.0,1640
8393,8393,1.07,2,5,6,62.1,58.0,5055
8394,8394,0.47,3,5,5,57.2,60.0,1178
8395,8395,1.0,2,4,5,62.2,58.0,6048
8396,8396,0.61,1,4,3,61.6,54.0,2242
8397,8397,0.35,1,5,1,61.9,55.0,921
8398,8398,0.43,2,1,5,60.7,58.0,1056
8399,8399,0.81,1,4,1,62.4,54.0,4751
8400,8400,0.51,1,1,5,62.1,56.0,1787
8401,8401,1.24,1,4,1,62.0,55.0,13178
8402,8402,0.3,2,5,6,62.5,57.0,554
8403,8403,1.02,3,7,7,61.1,61.0,3601
8404,8404,0.43,1,4,1,61.6,57.0,1280
8405,8405,0.31,3,2,6,63.0,58.0,507
8406,8406,0.41,3,1,6,60.3,63.0,717
8407,8407,1.62,2,1,7,61.2,61.0,9199
8408,8408,1.52,4,4,4,64.0,58.0,13903
8409,8409,0.51,4,2,3,60.7,57.7,2523
8410,8410,0.43,1,3,4,61.4,56.0,1235
8411,8411,0.5,2,5,1,60.3,58.0,1846
8412,8412,1.0,3,3,6,63.2,54.0,4088
8413,8413,1.14,1,4,2,61.0,56.0,9037
8414,8414,0.7,3,7,6,61.7,57.0,1979
8415,8415,0.8,1,2,7,61.0,55.0,2978
8416,8416,1.04,2,1,7,61.0,59.0,4811
8417,8417,0.42,1,5,6,62.7,56.0,700
8418,8418,0.27,1,3,5,60.9,57.0,577
8419,8419,0.9,3,3,6,63.4,57.0,3699
8420,8420,1.02,3,3,6,60.7,59.0,5155
8421,8421,0.36,2,4,4,62.3,59.0,932
8422,8422,0.7,2,3,6,58.6,59.0,2657
8423,8423,0.71,3,2,5,60.0,59.0,2881
8424,8424,1.52,3,6,6,62.7,59.0,7506
8425,8425,0.41,3,1,3,61.2,55.0,1364
8426,8426,0.32,1,4,4,62.0,56.0,828
8427,8427,0.28,4,2,6,62.6,60.0,373
8428,8428,0.53,1,3,5,62.3,55.0,1683
8429,8429,0.7,1,1,6,61.7,57.0,3199
8430,8430,0.7,3,1,2,62.7,54.0,4244
8431,8431,0.31,2,3,4,61.8,60.0,680
8432,8432,0.5,4,3,6,59.6,58.0,1214
8433,8433,0.33,1,4,1,61.2,56.0,946
8434,8434,0.33,1,4,4,61.1,55.0,699
8435,8435,2.02,1,7,4,61.9,58.0,15231
8436,8436,0.77,3,4,4,61.1,54.0,3197
8437,8437,0.25,3,2,3,62.2,57.0,548
8438,8438,0.9,4,1,7,63.8,58.0,3740
8439,8439,0.75,2,2,6,62.8,56.0,2698
8440,8440,0.32,1,4,5,62.5,56.0,561
8441,8441,0.5,1,5,5,61.3,56.0,1349
8442,8442,1.02,1,4,4,61.3,56.0,7192
8443,8443,0.75,1,4,3,62.0,56.0,3740
8444,8444,2.01,3,3,6,63.4,58.0,13275
8445,8445,0.58,1,6,2,62.1,56.0,1680
8446,8446,0.72,3,5,2,59.9,57.0,3610
8447,8447,0.7,3,2,5,62.4,60.0,2755
8448,8448,1.2,2,5,5,62.8,59.0,6500
8449,8449,0.55,1,1,7,60.9,57.0,1363
8450,8450,1.56,4,7,5,62.3,64.0,8107
8451,8451,0.52,1,2,4,62.5,56.0,1668
8452,8452,0.7,3,4,6,62.7,55.0,2281
8453,8453,0.32,2,4,6,60.9,56.0,612
8454,8454,0.91,3,4,7,62.0,59.0,3238
8455,8455,0.52,1,5,4,62.0,55.0,1699
8456,8456,0.3,2,5,4,60.4,61.0,675
8457,8457,0.75,2,3,7,60.5,58.0,2394
8458,8458,1.5,2,5,6,58.8,59.0,9697
8459,8459,0.32,2,3,6,62.7,57.0,684
8460,8460,0.3,1,3,5,62.2,55.0,573
8461,8461,0.51,2,1,5,60.9,58.0,1597
8462,8462,1.17,1,3,6,61.1,56.0,6828
8463,8463,1.0,2,2,6,60.7,59.0,5445
8464,8464,0.31,3,4,6,63.0,56.0,462
8465,8465,0.25,3,1,3,62.8,56.0,548
8466,8466,0.53,3,1,6,61.2,54.0,1576
8467,8467,1.51,2,3,5,62.5,58.0,14294
8468,8468,1.0,5,5,4,64.1,60.0,4732
8469,8469,0.9,4,5,7,63.1,55.0,3024
8470,8470,0.71,1,4,6,61.1,57.0,2307
8471,8471,0.82,2,2,7,60.0,56.0,2329
8472,8472,1.0,4,1,6,60.5,60.0,5546
8473,8473,0.31,1,4,3,62.0,56.0,931
8474,8474,1.04,2,2,5,61.1,59.0,7175
8475,8475,1.5,3,2,7,63.5,60.0,6300
8476,8476,1.01,3,6,7,62.1,56.0,3770
8477,8477,0.3,3,7,4,61.1,61.0,427
8478,8478,0.9,3,7,4,62.4,58.0,3418
8479,8479,2.0,3,4,6,63.5,56.0,18818
8480,8480,1.87,1,5,4,59.7,60.0,17761
8481,8481,1.19,3,5,6,62.7,61.0,5595
8482,8482,1.15,3,5,6,62.4,57.0,5270
8483,8483,0.51,3,6,5,60.3,63.0,1068
8484,8484,0.64,1,3,5,62.5,56.0,2074
8485,8485,0.31,1,1,5,62.3,55.0,942
8486,8486,0.71,3,5,7,62.2,55.1,2339
8487,8487,1.07,1,2,3,61.7,57.0,10288
8488,8488,1.06,1,4,3,62.9,56.0,7836
8489,8489,0.9,3,3,5,61.2,59.0,4186
8490,8490,0.31,1,5,1,61.8,57.0,789
8491,8491,0.78,1,3,5,61.3,57.0,3259
8492,8492,1.24,1,5,5,60.1,59.0,7701
8493,8493,0.53,1,4,5,61.8,55.0,1577
8494,8494,1.01,5,3,7,60.1,66.0,3597
8495,8495,0.38,1,3,2,61.9,54.0,1200
8496,8496,0.71,1,4,6,62.1,56.0,2650
8497,8497,1.02,1,5,6,61.6,57.0,4540
8498,8498,0.7,3,4,4,62.9,59.0,2212
8499,8499,0.4,4,1,4,60.5,63.0,954
8500,8500,0.5,2,2,6,62.3,58.0,1316
8501,8501,0.84,3,6,3,61.7,56.0,3392
8502,8502,0.41,4,3,4,64.4,57.0,827
8503,8503,0.67,4,2,5,61.6,61.0,2270
8504,8504,1.0,3,2,6,63.2,57.0,5396
8505,8505,0.76,1,1,5,63.0,56.0,3248
8506,8506,1.27,1,7,6,61.4,57.0,5455
8507,8507,1.24,1,6,7,60.7,57.0,4812
8508,8508,0.23,3,2,2,62.4,54.0,583
8509,8509,1.02,1,3,5,62.0,56.0,7326
8510,8510,0.31,2,2,7,60.9,60.0,435
8511,8511,0.32,3,2,6,63.4,55.0,720
8512,8512,0.54,2,1,6,60.4,60.0,1662
8513,8513,0.52,1,4,3,61.6,57.0,1897
8514,8514,1.06,2,3,6,62.4,58.0,4774
8515,8515,0.42,1,3,3,61.1,57.0,1142
8516,8516,1.02,3,3,1,62.5,58.0,10967
8517,8517,0.54,2,3,6,59.7,59.0,1369
8518,8518,1.2,3,2,4,59.4,56.0,9904
8519,8519,0.56,1,2,5,62.6,57.0,1915
8520,8520,1.01,4,4,3,62.4,61.0,7137
8521,8521,1.12,2,5,6,61.2,59.0,4641
8522,8522,1.01,3,4,7,59.3,61.0,4435
8523,8523,0.31,1,2,3,62.0,54.0,864
8524,8524,0.72,3,6,5,63.3,57.0,2393
8525,8525,0.41,2,2,7,60.0,59.0,683
8526,8526,1.01,1,4,5,60.4,61.0,6132
8527,8527,2.01,3,5,7,63.1,59.0,10184
8528,8528,0.55,2,3,5,59.0,58.0,1931
8529,8529,0.2,2,1,5,61.7,60.0,367
8530,8530,0.56,1,5,2,62.3,55.0,1882
8531,8531,0.9,3,4,5,62.5,57.0,4600
8532,8532,2.03,3,5,7,56.8,61.0,16442
8533,8533,0.33,1,3,7,61.4,55.0,416
8534,8534,0.75,2,5,5,60.8,57.0,2484
8535,8535,0.37,1,2,6,61.9,56.0,833
8536,8536,0.3,1,5,4,61.3,56.0,675
8537,8537,0.31,1,1,6,62.6,56.0,732
8538,8538,1.04,2,5,5,58.7,62.0,4477
8539,8539,0.91,2,4,6,61.8,60.0,3975
8540,8540,0.72,2,2,5,60.4,61.0,3024
8541,8541,1.0,2,2,5,62.9,58.0,6400
8542,8542,1.5,5,6,8,71.3,58.0,4368
8543,8543,1.03,2,3,2,59.7,60.0,10546
8544,8544,0.45,3,4,7,59.7,61.0,764
8545,8545,0.38,1,3,2,61.9,55.0,1096
8546,8546,0.43,1,4,2,61.5,56.0,1207
8547,8547,0.36,3,2,6,63.5,58.0,593
8548,8548,0.56,1,2,7,61.9,55.0,1296
8549,8549,0.73,1,2,4,61.2,57.0,3620
8550,8550,0.35,1,6,5,59.8,57.0,491
8551,8551,0.4,2,7,6,61.4,58.0,675
8552,8552,1.25,3,4,7,61.4,59.0,6399
8553,8553,0.37,1,1,5,61.3,56.0,1124
